run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.strategy_mdd,metrics.avg_run_length_days,metrics.mean_return_regime_0,metrics.mean_return_regime_1,metrics.sharpe_regime_0,metrics.sharpe_regime_1,metrics.n_transitions,metrics.mean_return_regime_2,metrics.log_likelihood,metrics.benchmark_mdd,metrics.strategy_avg_drawdown,metrics.mean_return_regime_3,metrics.sharpe_regime_3,metrics.bic,metrics.benchmark_avg_drawdown,metrics.sharpe_regime_2,params.covariance_type,params.model_type,params.bull_regime_label,params.trans_regime_label,params.crisis_regime_label,params.n_components,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.source.name
04fb97a2bf264e3cb8f29f4c38cae48f,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/04fb97a2bf264e3cb8f29f4c38cae48f/artifacts,2026-04-02 03:42:51.241000+00:00,2026-04-02 03:42:56.761000+00:00,-0.25360574407067005,20.36231884057971,-0.000169,0.001772,-0.092,5.122,69.0,-0.000794,-29467729.42858479,-0.34180657365807543,-0.0660828011651003,,,42613.74272333729,-0.0731405693348443,-0.944,diag,HMM_n3_diag_iter300_seed808,1,2,0,3,HMM_n3_diag_iter300_seed808,NOTEBOOK,shure,regime_modeling.ipynb
24acc26ce1c94ea3946b4343802b0c72,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/24acc26ce1c94ea3946b4343802b0c72/artifacts,2026-04-02 03:42:45.846000+00:00,2026-04-02 03:42:51.135000+00:00,-0.25360574407067005,20.36231884057971,-0.000794,-0.000169,-0.944,-0.092,69.0,0.001772,-29467724.047243107,-0.34180657365807543,-0.0660828011651003,,,42613.73506306443,-0.0731405693348443,5.122,diag,HMM_n3_diag_iter300_seed69,2,0,1,3,HMM_n3_diag_iter300_seed69,NOTEBOOK,shure,regime_modeling.ipynb
c673e2ffcf3a415198d4b95be37e5cdb,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/c673e2ffcf3a415198d4b95be37e5cdb/artifacts,2026-04-02 03:42:40.304000+00:00,2026-04-02 03:42:45.737000+00:00,-0.25360574407067005,20.36231884057971,-0.000794,0.001772,-0.944,5.122,69.0,-0.000169,-29467723.969781004,-0.34180657365807543,-0.0660828011651003,,,42613.73495279809,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter300_seed1337,1,0,2,3,HMM_n3_diag_iter300_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
0933ff8ab6404f26b533117ac3c84f81,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/0933ff8ab6404f26b533117ac3c84f81/artifacts,2026-04-02 03:42:34.672000+00:00,2026-04-02 03:42:40.208000+00:00,-0.25360574407067005,20.36231884057971,0.001772,-0.000794,5.122,-0.944,69.0,-0.000169,-29467727.06415103,-0.34180657365807543,-0.0660828011651003,,,42613.73935759528,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter300_seed123,0,1,2,3,HMM_n3_diag_iter300_seed123,NOTEBOOK,shure,regime_modeling.ipynb
6ae42eba473c458bb33be8043f460bef,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/6ae42eba473c458bb33be8043f460bef/artifacts,2026-04-02 03:42:29.295000+00:00,2026-04-02 03:42:34.582000+00:00,-0.25360574407067005,20.36231884057971,0.001772,-0.000794,5.122,-0.944,69.0,-0.000169,-29467725.692567304,-0.34180657365807543,-0.0660828011651003,,,42613.73740516293,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter300_seed420,0,1,2,3,HMM_n3_diag_iter300_seed420,NOTEBOOK,shure,regime_modeling.ipynb
51c93a57499d46e5ab60a1eb022f7f8f,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/51c93a57499d46e5ab60a1eb022f7f8f/artifacts,2026-04-02 03:42:23.938000+00:00,2026-04-02 03:42:29.189000+00:00,-0.25360574407067005,20.36231884057971,-0.000169,0.001772,-0.092,5.122,69.0,-0.000794,-29467729.42858479,-0.34180657365807543,-0.0660828011651003,,,42613.74272333729,-0.0731405693348443,-0.944,diag,HMM_n3_diag_iter200_seed808,1,2,0,3,HMM_n3_diag_iter200_seed808,NOTEBOOK,shure,regime_modeling.ipynb
719919f9228e49dbb16065c7fef626f7,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/719919f9228e49dbb16065c7fef626f7/artifacts,2026-04-02 03:42:18.359000+00:00,2026-04-02 03:42:23.847000+00:00,-0.25360574407067005,20.36231884057971,-0.000794,-0.000169,-0.944,-0.092,69.0,0.001772,-29467724.047242876,-0.34180657365807543,-0.0660828011651003,,,42613.7350630641,-0.0731405693348443,5.122,diag,HMM_n3_diag_iter200_seed69,2,0,1,3,HMM_n3_diag_iter200_seed69,NOTEBOOK,shure,regime_modeling.ipynb
5dfe502e35834498aaf39a5d249f0073,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/5dfe502e35834498aaf39a5d249f0073/artifacts,2026-04-02 03:42:13.061000+00:00,2026-04-02 03:42:18.262000+00:00,-0.25360574407067005,20.36231884057971,-0.000794,0.001772,-0.944,5.122,69.0,-0.000169,-29467723.969779834,-0.34180657365807543,-0.0660828011651003,,,42613.734952796425,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter200_seed1337,1,0,2,3,HMM_n3_diag_iter200_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
668dc6a05e6a4e92854f2e3a78870a17,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/668dc6a05e6a4e92854f2e3a78870a17/artifacts,2026-04-02 03:42:07.902000+00:00,2026-04-02 03:42:12.978000+00:00,-0.25360574407067005,20.36231884057971,0.001772,-0.000794,5.122,-0.944,69.0,-0.000169,-29467727.06415103,-0.34180657365807543,-0.0660828011651003,,,42613.73935759528,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter200_seed123,0,1,2,3,HMM_n3_diag_iter200_seed123,NOTEBOOK,shure,regime_modeling.ipynb
383ba14db9b94152801632d70f1d9503,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/383ba14db9b94152801632d70f1d9503/artifacts,2026-04-02 03:42:02.578000+00:00,2026-04-02 03:42:07.814000+00:00,-0.25360574407067005,20.36231884057971,0.001772,-0.000794,5.122,-0.944,69.0,-0.000169,-29467725.692567304,-0.34180657365807543,-0.0660828011651003,,,42613.73740516293,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter200_seed420,0,1,2,3,HMM_n3_diag_iter200_seed420,NOTEBOOK,shure,regime_modeling.ipynb
5fc666ca7587455c803affbe00b8644f,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/5fc666ca7587455c803affbe00b8644f/artifacts,2026-04-02 03:41:57.392000+00:00,2026-04-02 03:42:02.493000+00:00,-0.25360574407067005,20.36231884057971,-0.000169,0.001772,-0.092,5.122,69.0,-0.000794,-29467729.42858479,-0.34180657365807543,-0.0660828011651003,,,42613.74272333729,-0.0731405693348443,-0.944,diag,HMM_n3_diag_iter100_seed808,1,2,0,3,HMM_n3_diag_iter100_seed808,NOTEBOOK,shure,regime_modeling.ipynb
12a0644e2c3f46aa8cfe358e01489d4f,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/12a0644e2c3f46aa8cfe358e01489d4f/artifacts,2026-04-02 03:41:52.111000+00:00,2026-04-02 03:41:57.307000+00:00,-0.25360574407067005,20.36231884057971,-0.000794,-0.000169,-0.944,-0.092,69.0,0.001772,-29467724.047242876,-0.34180657365807543,-0.0660828011651003,,,42613.7350630641,-0.0731405693348443,5.122,diag,HMM_n3_diag_iter100_seed69,2,0,1,3,HMM_n3_diag_iter100_seed69,NOTEBOOK,shure,regime_modeling.ipynb
41776444319742f0b9ee8721f0d446dc,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/41776444319742f0b9ee8721f0d446dc/artifacts,2026-04-02 03:41:46.689000+00:00,2026-04-02 03:41:52.018000+00:00,-0.25360574407067005,20.36231884057971,-0.000794,0.001772,-0.944,5.122,69.0,-0.000169,-29467723.969781004,-0.34180657365807543,-0.0660828011651003,,,42613.73495279809,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter100_seed1337,1,0,2,3,HMM_n3_diag_iter100_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
eb75b2c5003e4d4bb67a7a9ad12a80ef,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/eb75b2c5003e4d4bb67a7a9ad12a80ef/artifacts,2026-04-02 03:41:41.007000+00:00,2026-04-02 03:41:46.585000+00:00,-0.25360574407067005,20.36231884057971,0.001772,-0.000794,5.122,-0.944,69.0,-0.000169,-29467727.064151123,-0.34180657365807543,-0.0660828011651003,,,42613.73935759541,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter100_seed123,0,1,2,3,HMM_n3_diag_iter100_seed123,NOTEBOOK,shure,regime_modeling.ipynb
7591a21654064173afcae8471ae1f5e4,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/7591a21654064173afcae8471ae1f5e4/artifacts,2026-04-02 03:41:35.657000+00:00,2026-04-02 03:41:40.901000+00:00,-0.25360574407067005,20.36231884057971,0.001772,-0.000794,5.122,-0.944,69.0,-0.000169,-29467725.692567304,-0.34180657365807543,-0.0660828011651003,,,42613.73740516293,-0.0731405693348443,-0.092,diag,HMM_n3_diag_iter100_seed420,0,1,2,3,HMM_n3_diag_iter100_seed420,NOTEBOOK,shure,regime_modeling.ipynb
9b4ec66152314945a959fabbfc7151e0,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/9b4ec66152314945a959fabbfc7151e0/artifacts,2026-04-02 03:41:24.964000+00:00,2026-04-02 03:41:35.545000+00:00,-0.25360574407066994,9.183006535947712,-0.000362,0.001658,-0.144,2.826,153.0,-0.015629,-28043575.414588034,-0.34180657365807543,-0.06949620932410869,,,41043.08815563741,-0.0731405693348443,-17.438,tied,HMM_n3_tied_iter300_seed808,1,2,0,3,HMM_n3_tied_iter300_seed808,NOTEBOOK,shure,regime_modeling.ipynb
d1f8c6566f0b4b57906dcf007353748d,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/d1f8c6566f0b4b57906dcf007353748d/artifacts,2026-04-02 03:41:14.715000+00:00,2026-04-02 03:41:24.663000+00:00,-0.25360574407066994,9.183006535947712,-0.015629,-0.000362,-17.438,-0.144,153.0,0.001658,-28043574.430199888,-0.34180657365807543,-0.06949620932410869,,,41043.086754373144,-0.0731405693348443,2.826,tied,HMM_n3_tied_iter300_seed69,2,0,1,3,HMM_n3_tied_iter300_seed69,NOTEBOOK,shure,regime_modeling.ipynb
96102addf65b45368b08c76d656ef7d7,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/96102addf65b45368b08c76d656ef7d7/artifacts,2026-04-02 03:41:10.571000+00:00,2026-04-02 03:41:14.398000+00:00,-0.2536057440706698,50.17857142857143,-0.000345,0.00146,-0.427,3.042,28.0,-0.00081,-27437028.787390776,-0.34180657365807543,-0.06878609866960606,,,40179.67658667334,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter300_seed1337,1,0,2,3,HMM_n3_tied_iter300_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
fab1efe65c8742f599fc1dce211b6f08,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/fab1efe65c8742f599fc1dce211b6f08/artifacts,2026-04-02 03:41:06.543000+00:00,2026-04-02 03:41:10.324000+00:00,-0.2536057440706698,50.17857142857143,0.00146,-0.000345,3.042,-0.427,28.0,-0.00081,-27437028.14687213,-0.34180657365807543,-0.06878609866960606,,,40179.675674903025,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter300_seed123,0,1,2,3,HMM_n3_tied_iter300_seed123,NOTEBOOK,shure,regime_modeling.ipynb
ffac35ead86d4edf858e41b906ec8108,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/ffac35ead86d4edf858e41b906ec8108/artifacts,2026-04-02 03:41:02.574000+00:00,2026-04-02 03:41:06.346000+00:00,-0.2536057440706698,50.17857142857143,0.00146,-0.000345,3.042,-0.427,28.0,-0.00081,-27437031.153934967,-0.34180657365807543,-0.06878609866960606,,,40179.67995541952,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter300_seed420,0,1,2,3,HMM_n3_tied_iter300_seed420,NOTEBOOK,shure,regime_modeling.ipynb
8734ea23d33a408a94dc39daa6f8fcdb,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/8734ea23d33a408a94dc39daa6f8fcdb/artifacts,2026-04-02 03:40:52.525000+00:00,2026-04-02 03:41:02.298000+00:00,-0.25360574407066994,9.183006535947712,-0.000362,0.001658,-0.144,2.826,153.0,-0.015629,-28043575.414588526,-0.34180657365807543,-0.06949620932410869,,,41043.08815563811,-0.0731405693348443,-17.438,tied,HMM_n3_tied_iter200_seed808,1,2,0,3,HMM_n3_tied_iter200_seed808,NOTEBOOK,shure,regime_modeling.ipynb
1475e51fb6bc4495b2b7e804e452fc89,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/1475e51fb6bc4495b2b7e804e452fc89/artifacts,2026-04-02 03:40:42.722000+00:00,2026-04-02 03:40:52.284000+00:00,-0.25360574407066994,9.183006535947712,-0.015629,-0.000362,-17.438,-0.144,153.0,0.001658,-28043574.43020067,-0.34180657365807543,-0.06949620932410869,,,41043.08675437426,-0.0731405693348443,2.826,tied,HMM_n3_tied_iter200_seed69,2,0,1,3,HMM_n3_tied_iter200_seed69,NOTEBOOK,shure,regime_modeling.ipynb
2d0cf78455274887939dcb5e6e846278,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/2d0cf78455274887939dcb5e6e846278/artifacts,2026-04-02 03:40:38.700000+00:00,2026-04-02 03:40:42.413000+00:00,-0.2536057440706698,50.17857142857143,-0.000345,0.00146,-0.427,3.042,28.0,-0.00081,-27437028.787390072,-0.34180657365807543,-0.06878609866960606,,,40179.676586672336,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter200_seed1337,1,0,2,3,HMM_n3_tied_iter200_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
c98ca4484a75402db9d69093ddb9bcd1,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/c98ca4484a75402db9d69093ddb9bcd1/artifacts,2026-04-02 03:40:34.738000+00:00,2026-04-02 03:40:38.448000+00:00,-0.2536057440706698,50.17857142857143,0.00146,-0.000345,3.042,-0.427,28.0,-0.00081,-27437028.14687213,-0.34180657365807543,-0.06878609866960606,,,40179.675674903025,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter200_seed123,0,1,2,3,HMM_n3_tied_iter200_seed123,NOTEBOOK,shure,regime_modeling.ipynb
b6e68ee11d934287ad72073ab9b186b3,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/b6e68ee11d934287ad72073ab9b186b3/artifacts,2026-04-02 03:40:30.666000+00:00,2026-04-02 03:40:34.544000+00:00,-0.2536057440706698,50.17857142857143,0.00146,-0.000345,3.042,-0.427,28.0,-0.00081,-27437031.153934956,-0.34180657365807543,-0.06878609866960606,,,40179.6799554195,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter200_seed420,0,1,2,3,HMM_n3_tied_iter200_seed420,NOTEBOOK,shure,regime_modeling.ipynb
561f6082ced94f47bf7192651603a957,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/561f6082ced94f47bf7192651603a957/artifacts,2026-04-02 03:40:20.760000+00:00,2026-04-02 03:40:30.395000+00:00,-0.25360574407066994,9.183006535947712,-0.000362,0.001658,-0.144,2.826,153.0,-0.015629,-28043575.414588526,-0.34180657365807543,-0.06949620932410869,,,41043.08815563811,-0.0731405693348443,-17.438,tied,HMM_n3_tied_iter100_seed808,1,2,0,3,HMM_n3_tied_iter100_seed808,NOTEBOOK,shure,regime_modeling.ipynb
9d9eb10c3c25409e8fedb4e8448fb503,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/9d9eb10c3c25409e8fedb4e8448fb503/artifacts,2026-04-02 03:40:10.479000+00:00,2026-04-02 03:40:20.511000+00:00,-0.25360574407066994,9.183006535947712,-0.015629,-0.000362,-17.438,-0.144,153.0,0.001658,-28043574.43020067,-0.34180657365807543,-0.06949620932410869,,,41043.08675437426,-0.0731405693348443,2.826,tied,HMM_n3_tied_iter100_seed69,2,0,1,3,HMM_n3_tied_iter100_seed69,NOTEBOOK,shure,regime_modeling.ipynb
6487cf16bccd4bfba1daedb5e6eac53f,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/6487cf16bccd4bfba1daedb5e6eac53f/artifacts,2026-04-02 03:40:06.409000+00:00,2026-04-02 03:40:10.166000+00:00,-0.2536057440706698,50.17857142857143,-0.000345,0.00146,-0.427,3.042,28.0,-0.00081,-27437028.787390422,-0.34180657365807543,-0.06878609866960606,,,40179.67658667284,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter100_seed1337,1,0,2,3,HMM_n3_tied_iter100_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
3e9d184a315b486b91d7fbeb447fff5c,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/3e9d184a315b486b91d7fbeb447fff5c/artifacts,2026-04-02 03:40:02.427000+00:00,2026-04-02 03:40:06.167000+00:00,-0.2536057440706698,50.17857142857143,0.00146,-0.000345,3.042,-0.427,28.0,-0.00081,-27437028.146872688,-0.34180657365807543,-0.06878609866960606,,,40179.67567490382,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter100_seed123,0,1,2,3,HMM_n3_tied_iter100_seed123,NOTEBOOK,shure,regime_modeling.ipynb
6c85c86e8ff143e6b8668cd4c1fbbd2e,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/6c85c86e8ff143e6b8668cd4c1fbbd2e/artifacts,2026-04-02 03:39:58.351000+00:00,2026-04-02 03:40:02.232000+00:00,-0.2536057440706698,50.17857142857143,0.00146,-0.000345,3.042,-0.427,28.0,-0.00081,-27437031.153934967,-0.34180657365807543,-0.06878609866960606,,,40179.67995541952,-0.0731405693348443,-0.325,tied,HMM_n3_tied_iter100_seed420,0,1,2,3,HMM_n3_tied_iter100_seed420,NOTEBOOK,shure,regime_modeling.ipynb
7cfa9fc822b849a18941da8c20263b94,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/7cfa9fc822b849a18941da8c20263b94/artifacts,2026-04-02 03:39:54.408000+00:00,2026-04-02 03:39:58.098000+00:00,-0.2706151385413933,50.17857142857143,0.000387,0.000793,0.162,1.85,28.0,0.000147,-19535221.318265352,-0.34180657365807543,-0.07574267816235596,,,30453.58851763402,-0.0731405693348443,0.171,full,HMM_n3_full_iter300_seed808,1,2,0,3,HMM_n3_full_iter300_seed808,NOTEBOOK,shure,regime_modeling.ipynb
0135908747b545319b97142f0d49e94d,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/0135908747b545319b97142f0d49e94d/artifacts,2026-04-02 03:39:50.503000+00:00,2026-04-02 03:39:54.236000+00:00,-0.2706151385413933,50.17857142857143,0.000147,0.000387,0.171,0.162,28.0,0.000793,-19535220.595624473,-0.34180657365807543,-0.07574267816235596,,,30453.587488963727,-0.0731405693348443,1.85,full,HMM_n3_full_iter300_seed69,2,0,1,3,HMM_n3_full_iter300_seed69,NOTEBOOK,shure,regime_modeling.ipynb
2f7fefbeb8a34d11b5f5481cddcb4544,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/2f7fefbeb8a34d11b5f5481cddcb4544/artifacts,2026-04-02 03:39:46.601000+00:00,2026-04-02 03:39:50.322000+00:00,-0.2706151385413933,50.17857142857143,0.000147,0.000793,0.171,1.85,28.0,0.000387,-19535220.303173035,-0.34180657365807543,-0.07574267816235596,,,30453.58707266275,-0.0731405693348443,0.162,full,HMM_n3_full_iter300_seed1337,1,0,2,3,HMM_n3_full_iter300_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
ab14192b61994cd9b87f494453c5bf44,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/ab14192b61994cd9b87f494453c5bf44/artifacts,2026-04-02 03:39:42.735000+00:00,2026-04-02 03:39:46.449000+00:00,-0.2706151385413934,54.03846153846154,0.000873,3.8e-05,2.01,0.043,26.0,0.000148,-19546889.160373747,-0.34180657365807543,-0.0747573961608158,,,30470.197545546325,-0.0731405693348443,0.062,full,HMM_n3_full_iter300_seed123,0,1,2,3,HMM_n3_full_iter300_seed123,NOTEBOOK,shure,regime_modeling.ipynb
754fca6547ae443683c370fbb502cbf4,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/754fca6547ae443683c370fbb502cbf4/artifacts,2026-04-02 03:39:38.616000+00:00,2026-04-02 03:39:42.596000+00:00,-0.2706151385413931,54.03846153846154,0.000874,-3.3e-05,2.073,-0.039,26.0,0.000937,-19171413.367351096,-0.34180657365807543,-0.07803633282258607,,,29935.712430923337,-0.0731405693348443,0.482,full,HMM_n3_full_iter300_seed420,0,1,2,3,HMM_n3_full_iter300_seed420,NOTEBOOK,shure,regime_modeling.ipynb
b276fd6c570c41f6ae24e05f22550d17,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/b276fd6c570c41f6ae24e05f22550d17/artifacts,2026-04-02 03:39:34.759000+00:00,2026-04-02 03:39:38.488000+00:00,-0.2706151385413933,50.17857142857143,0.000387,0.000793,0.162,1.85,28.0,0.000147,-19535221.318265352,-0.34180657365807543,-0.07574267816235596,,,30453.58851763402,-0.0731405693348443,0.171,full,HMM_n3_full_iter200_seed808,1,2,0,3,HMM_n3_full_iter200_seed808,NOTEBOOK,shure,regime_modeling.ipynb
4d04374ca46841e1b7eb6ae264d1cd2b,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/4d04374ca46841e1b7eb6ae264d1cd2b/artifacts,2026-04-02 03:39:30.859000+00:00,2026-04-02 03:39:34.587000+00:00,-0.2706151385413933,50.17857142857143,0.000147,0.000387,0.171,0.162,28.0,0.000793,-19535220.595623758,-0.34180657365807543,-0.07574267816235596,,,30453.587488962712,-0.0731405693348443,1.85,full,HMM_n3_full_iter200_seed69,2,0,1,3,HMM_n3_full_iter200_seed69,NOTEBOOK,shure,regime_modeling.ipynb
a60ddb1dbb814c6895416dc549c8c37c,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/a60ddb1dbb814c6895416dc549c8c37c/artifacts,2026-04-02 03:39:26.883000+00:00,2026-04-02 03:39:30.672000+00:00,-0.2706151385413933,50.17857142857143,0.000147,0.000793,0.171,1.85,28.0,0.000387,-19535220.303173564,-0.34180657365807543,-0.07574267816235596,,,30453.587072663504,-0.0731405693348443,0.162,full,HMM_n3_full_iter200_seed1337,1,0,2,3,HMM_n3_full_iter200_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
1c1cb9439da14690858c8f77bc1564d9,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/1c1cb9439da14690858c8f77bc1564d9/artifacts,2026-04-02 03:39:22.939000+00:00,2026-04-02 03:39:26.721000+00:00,-0.2706151385413934,54.03846153846154,0.000873,3.8e-05,2.01,0.043,26.0,0.000148,-19546889.160373747,-0.34180657365807543,-0.0747573961608158,,,30470.197545546325,-0.0731405693348443,0.062,full,HMM_n3_full_iter200_seed123,0,1,2,3,HMM_n3_full_iter200_seed123,NOTEBOOK,shure,regime_modeling.ipynb
17ea7e4c18054e1281faa5467925cb92,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/17ea7e4c18054e1281faa5467925cb92/artifacts,2026-04-02 03:39:18.800000+00:00,2026-04-02 03:39:22.790000+00:00,-0.2706151385413931,54.03846153846154,0.000874,-3.3e-05,2.073,-0.039,26.0,0.000937,-19171413.367350988,-0.34180657365807543,-0.07803633282258607,,,29935.71243092318,-0.0731405693348443,0.482,full,HMM_n3_full_iter200_seed420,0,1,2,3,HMM_n3_full_iter200_seed420,NOTEBOOK,shure,regime_modeling.ipynb
5d7b62ced8104514874b6365db71aa7c,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/5d7b62ced8104514874b6365db71aa7c/artifacts,2026-04-02 03:39:14.978000+00:00,2026-04-02 03:39:18.659000+00:00,-0.2706151385413933,50.17857142857143,0.000387,0.000793,0.162,1.85,28.0,0.000147,-19535221.31826617,-0.34180657365807543,-0.07574267816235596,,,30453.588517635184,-0.0731405693348443,0.171,full,HMM_n3_full_iter100_seed808,1,2,0,3,HMM_n3_full_iter100_seed808,NOTEBOOK,shure,regime_modeling.ipynb
08d1b0773b78473f94e65fdae8b6fff6,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/08d1b0773b78473f94e65fdae8b6fff6/artifacts,2026-04-02 03:39:11.011000+00:00,2026-04-02 03:39:14.799000+00:00,-0.2706151385413933,50.17857142857143,0.000147,0.000387,0.171,0.162,28.0,0.000793,-19535220.595624473,-0.34180657365807543,-0.07574267816235596,,,30453.587488963727,-0.0731405693348443,1.85,full,HMM_n3_full_iter100_seed69,2,0,1,3,HMM_n3_full_iter100_seed69,NOTEBOOK,shure,regime_modeling.ipynb
1f893c6dacf14a1bb024023a39f87fb9,3,FINISHED,file:C:/Users/shure/TaroBall/Gtech/ISYE-7406-OAN/Project/mlruns/3/1f893c6dacf14a1bb024023a39f87fb9/artifacts,2026-04-02 03:39:06.987000+00:00,2026-04-02 03:39:10.823000+00:00,-0.2706151385413933,50.17857142857143,0.000147,0.000793,0.171,1.85,28.0,0.000387,-19535220.303173352,-0.34180657365807543,-0.07574267816235596,,,30453.587072663202,-0.0731405693348443,0.162,full,HMM_n3_full_iter100_seed1337,1,0,2,3,HMM_n3_full_iter100_seed1337,NOTEBOOK,shure,regime_modeling.ipynb
